time,Node Name,CPU Count,Allocated Memory,Node CPU,Node Memory,Node Network Receive,Node Network sent,NameSpace,Deployment Name,Pod Name,Assigned Container CPU,Assigned Container Memory,Pod CPU,Pod Memory,Bytes Received,Bytes Sent
2020-10-06 12:59:13.987946,slave4,1,1883952,0.9927092234686622,510768.0,2629.861275249541,10252.04996272795,fedlearn,server,server-559df49f7b-m8vm5,1,700,8.261423478640721e-05,468456.0,0,0
2020-10-06 12:59:16.114432,slave4,1,1883952,0.9927092234686622,510768.0,2629.861275249541,10252.04996272795,fedlearn,server,server-559df49f7b-m8vm5,1,700,8.261423478640721e-05,468456.0,0,0
2020-10-06 12:59:18.314084,slave4,1,1883952,0.9927092234686622,510768.0,2629.861275249541,10252.04996272795,fedlearn,server,server-559df49f7b-m8vm5,1,700,8.261423478640721e-05,468456.0,0,0
2020-10-06 12:59:20.424982,slave2,1,1883952,0.9938001127252198,321920.0,2581.534881183978,9743.568298758202,fedlearn,client1,client1-7bd7595cc7-jtwfj,1,700,N/A,N/A,,
2020-10-06 12:59:20.529802,slave4,1,1883952,0.9929090909090889,510776.0,3319.2363636363634,10483.163636363637,fedlearn,server,server-559df49f7b-m8vm5,1,700,8.261423478640721e-05,468456.0,0,0
2020-10-06 12:59:23.182617,slave2,1,1883952,0.982855480610146,428000.0,6946.657455047907,10813.68289002418,fedlearn,client1,client1-7bd7595cc7-jtwfj,1,700,N/A,N/A,,
2020-10-06 12:59:23.376619,slave2,1,1883952,0.982855480610146,428000.0,6946.657455047907,10813.68289002418,fedlearn,client2,client2-57749dd7bb-kwmvf,1,700,N/A,N/A,,
2020-10-06 12:59:23.517804,slave3,1,1883952,0.9772549590007433,514032.0,83610.2434501191,134538.97201869055,fedlearn,client3,client3-6b5d4579b7-g4xhk,1,700,N/A,N/A,,
2020-10-06 12:59:23.614030,slave2,1,1883952,0.982855480610146,428000.0,6946.657455047907,10813.68289002418,fedlearn,client4,client4-5cd9d776bd-28bs7,1,700,N/A,1904.0,,
2020-10-06 12:59:23.705496,slave3,1,1883952,0.9772549590007433,514032.0,83610.2434501191,134538.97201869055,fedlearn,client5,client5-b7ffc7bfc-xsjdn,1,700,N/A,N/A,,
2020-10-06 12:59:23.799446,slave1,1,1883952,0.9793655122261652,375912.0,11923.625124988637,20323.461503499682,fedlearn,client6,client6-5dfc7544c8-f49v2,1,700,N/A,N/A,,
2020-10-06 12:59:23.893242,slave4,1,1883952,0.9925635011545698,510840.0,4484.3542609865635,10478.190512554775,fedlearn,server,server-559df49f7b-m8vm5,1,700,7.990454097315748e-05,468456.0,0,0
2020-10-06 12:59:26.331213,slave2,1,1883952,0.982855480610146,428000.0,6946.657455047907,10813.68289002418,fedlearn,client1,client1-7bd7595cc7-jtwfj,1,700,N/A,2092.0,,
2020-10-06 12:59:27.297290,slave2,1,1883952,0.9460270137613844,608860.0,7467.250813503247,10731.37386177326,fedlearn,client2,client2-57749dd7bb-kwmvf,1,700,N/A,2608.0,,
2020-10-06 12:59:28.943056,slave3,1,1883952,0.9517231350879758,687152.0,92167.62396393777,142039.35586447726,fedlearn,client3,client3-6b5d4579b7-g4xhk,1,700,N/A,3004.0,,
2020-10-06 12:59:29.884041,slave2,1,1883952,0.9460270137613844,608860.0,7467.250813503244,10734.522483427274,fedlearn,client4,client4-5cd9d776bd-28bs7,1,700,N/A,1904.0,,
2020-10-06 12:59:30.039487,slave3,1,1883952,0.9517231350879758,687152.0,92167.62396393777,142041.85861622202,fedlearn,client5,client5-b7ffc7bfc-xsjdn,1,700,N/A,2072.0,,
2020-10-06 12:59:30.141399,slave1,1,1883952,0.9432660177248353,476888.0,11979.56922853407,20493.351120112613,fedlearn,client6,client6-5dfc7544c8-f49v2,1,700,N/A,3144.0,,
2020-10-06 12:59:30.220350,slave4,1,1883952,0.992509363295888,510848.0,4450.201810843242,10528.598960037818,fedlearn,server,server-559df49f7b-m8vm5,1,700,7.990454097315748e-05,468456.0,0,0
2020-10-06 12:59:32.427508,slave2,1,1883952,0.9088760838347406,777456.0,7627.306273062731,11171.885573934274,fedlearn,client1,client1-7bd7595cc7-jtwfj,1,700,N/A,2092.0,,
2020-10-06 12:59:32.500132,slave2,1,1883952,0.9088760838347406,777456.0,7627.306273062731,11172.004255252958,fedlearn,client2,client2-57749dd7bb-kwmvf,1,700,N/A,2608.0,,
2020-10-06 12:59:32.550522,slave3,1,1883952,0.91170162492276,833952.0,98308.4990366789,147686.89155729348,fedlearn,client3,client3-6b5d4579b7-g4xhk,1,700,N/A,3004.0,,
2020-10-06 12:59:32.607580,slave2,1,1883952,0.9088760838347406,777456.0,7627.306273062731,11172.17898052768,fedlearn,client4,client4-5cd9d776bd-28bs7,1,700,N/A,1904.0,,
2020-10-06 12:59:32.667453,slave3,1,1883952,0.91170162492276,833952.0,98308.4990366789,147687.09170038355,fedlearn,client5,client5-b7ffc7bfc-xsjdn,1,700,N/A,2072.0,,
2020-10-06 12:59:32.729778,slave1,1,1883952,0.9162789006834432,550412.0,29137.285210723632,32029.253424234652,fedlearn,client6,client6-5dfc7544c8-f49v2,1,700,N/A,3144.0,,
2020-10-06 12:59:32.896599,slave4,1,1883952,0.992509363295888,510848.0,4450.201810843242,10528.598960037818,fedlearn,server,server-559df49f7b-m8vm5,1,700,7.990454097315748e-05,468456.0,0,0
2020-10-06 12:59:35.087825,slave2,1,1883952,0.9088760838347406,777456.0,7627.306273062731,11176.268540967243,fedlearn,client1,client1-7bd7595cc7-jtwfj,1,700,N/A,2092.0,,
2020-10-06 12:59:35.139670,slave2,1,1883952,0.9088760838347406,777456.0,7627.306273062731,11176.354255252958,fedlearn,client2,client2-57749dd7bb-kwmvf,1,700,N/A,2608.0,,
2020-10-06 12:59:35.197712,slave3,1,1883952,0.91170162492276,833952.0,98308.4990366789,147691.49658874003,fedlearn,client3,client3-6b5d4579b7-g4xhk,1,700,N/A,3004.0,,
2020-10-06 12:59:35.247242,slave2,1,1883952,0.9088760838347404,777456.0,7627.306273062731,11176.533925582627,fedlearn,client4,client4-5cd9d776bd-28bs7,1,700,N/A,1904.0,,
2020-10-06 12:59:35.329398,slave3,1,1883952,0.91170162492276,833952.0,98308.4990366789,147691.7280585746,fedlearn,client5,client5-b7ffc7bfc-xsjdn,1,700,0.33582835035734365,284172.0,,
2020-10-06 12:59:35.379759,slave1,1,1883952,0.9162789006834434,550412.0,29179.279070810873,33331.213937669876,fedlearn,client6,client6-5dfc7544c8-f49v2,1,700,N/A,3144.0,,
2020-10-06 12:59:35.430169,slave4,1,1883952,0.985818181818171,516048.0,19335.066469696965,31465.96755969697,fedlearn,server,server-559df49f7b-m8vm5,1,700,7.990454097315748e-05,468456.0,0,0
2020-10-06 12:59:37.801813,slave2,1,1883952,0.8905454545454619,843136.0,9947.306878939424,13718.644445116295,fedlearn,client1,client1-7bd7595cc7-jtwfj,1,700,N/A,2092.0,,
2020-10-06 12:59:37.858564,slave2,1,1883952,0.8905454545454619,843136.0,9949.290888259471,13720.844065152423,fedlearn,client2,client2-57749dd7bb-kwmvf,1,700,N/A,2608.0,,
2020-10-06 12:59:37.917817,slave3,1,1883952,0.897818181818185,883692.0,111074.17568928834,159395.51411791088,fedlearn,client3,client3-6b5d4579b7-g4xhk,1,700,N/A,3004.0,,
2020-10-06 12:59:37.971848,slave2,1,1883952,0.8905454545454619,843136.0,9953.405870552897,13724.939909357628,fedlearn,client4,client4-5cd9d776bd-28bs7,1,700,N/A,1904.0,,
2020-10-06 12:59:38.568397,slave3,1,1883952,0.897818181818185,883692.0,111077.4466406851,159410.97687320568,fedlearn,client5,client5-b7ffc7bfc-xsjdn,1,700,0.33582835035734365,284172.0,,
2020-10-06 12:59:38.655010,slave1,1,1883952,0.9018181818181976,548640.0,44794.54547151967,55272.29469696969,fedlearn,client6,client6-5dfc7544c8-f49v2,1,700,N/A,3144.0,,
2020-10-06 12:59:38.704899,slave4,1,1883952,0.985818181818171,516048.0,19932.486636363632,31779.163636363635,fedlearn,server,server-559df49f7b-m8vm5,1,700,0.14102248534155257,509356.0,0,0
2020-10-06 12:59:40.815955,slave2,1,1883952,0.8905454545454619,843136.0,10043.542019009863,13818.371648875227,fedlearn,client1,client1-7bd7595cc7-jtwfj,1,700,0.2634905037667411,293320.0,,
2020-10-06 12:59:40.870840,slave2,1,1883952,0.8905454545454619,843136.0,10045.09771014809,13820.021245461212,fedlearn,client2,client2-57749dd7bb-kwmvf,1,700,0.21744132969711744,240784.0,,
2020-10-06 12:59:40.930533,slave3,1,1883952,0.8965454545454596,885104.0,118349.45939796988,166093.77464358066,fedlearn,client3,client3-6b5d4579b7-g4xhk,1,700,0.2255449052063663,314172.0,,
2020-10-06 12:59:40.984722,slave2,1,1883952,0.8905454545454619,843136.0,10048.209092424544,13823.440409293977,fedlearn,client4,client4-5cd9d776bd-28bs7,1,700,N/A,1904.0,,
2020-10-06 12:59:41.034407,slave3,1,1883952,0.8965454545454596,885104.0,118352.86153307665,166097.0245260748,fedlearn,client5,client5-b7ffc7bfc-xsjdn,1,700,0.33582835035734365,284172.0,,
2020-10-06 12:59:41.084967,slave1,1,1883952,0.9018181818181976,548640.0,45882.26322958849,56092.41969696969,fedlearn,client6,client6-5dfc7544c8-f49v2,1,700,0.5318765000294203,607532.0,,
2020-10-06 12:59:41.134604,slave4,1,1883952,0.9563636363636363,569884.0,80293.74322060605,83494.73519242424,fedlearn,server,server-559df49f7b-m8vm5,1,700,0.14102248534155257,509356.0,0,0
2020-10-06 12:59:43.240059,slave2,1,1883952,0.8901818181818149,842548.0,12286.350014200993,16210.540091797859,fedlearn,client1,client1-7bd7595cc7-jtwfj,1,700,0.2634905037667411,293320.0,,
2020-10-06 12:59:43.382127,slave2,1,1883952,0.8901818181818149,842548.0,12293.430365884427,16218.230856164788,fedlearn,client2,client2-57749dd7bb-kwmvf,1,700,0.21744132969711744,240784.0,,
2020-10-06 12:59:43.442702,slave3,1,1883952,0.8965454545454596,885104.0,118426.75835958464,166169.54505210108,fedlearn,client3,client3-6b5d4579b7-g4xhk,1,700,0.2255449052063663,314172.0,,
2020-10-06 12:59:43.485752,slave2,1,1883952,0.8901818181818149,842548.0,12300.227503500528,16224.193985057984,fedlearn,client4,client4-5cd9d776bd-28bs7,1,700,0.21320337787644159,221908.0,,
2020-10-06 12:59:43.533710,slave3,1,1883952,0.8965454545454596,885104.0,118429.54749737486,166172.28337901743,fedlearn,client5,client5-b7ffc7bfc-xsjdn,1,700,0.33582835035734365,284172.0,,
2020-10-06 12:59:43.578941,slave1,1,1883952,0.8831069655811944,685628.0,134721.72829022698,139084.75226345315,fedlearn,client6,client6-5dfc7544c8-f49v2,1,700,0.5318765000294203,607532.0,,
2020-10-06 12:59:43.624811,slave4,1,1883952,0.9563636363636363,569884.0,81740.59209242424,85051.29539393939,fedlearn,server,server-559df49f7b-m8vm5,1,700,0.14102248534155257,509356.0,15887.37186733612,19593.60153194804
